zipcode_link,zip4,PROVINCIE,URB2,INKOMEN,SOCKL_A,SOCKL_B1,SOCKL_B2,SOCKL_C,SOCKL_D,OPL_HOOG,OPL_MID,OPL_LAAG,TWEEVERD2,K_WON_EIG2,WOZ_WON,K_HPR_WON,LEVENSFAS2,K_ALLEEN2,K_PAAR_MK2,K_PAAR_ZK2,K_JALLEEN2,K_MALLEEN2,K_OALLEEN2,K_PAARAJK2,K_PAARAOK2,K_JPAARZK2,K_MPAARZK2,K_OPAARZK2,K_G_GEZGRT,LENEN2,SPAREN2,KOOPINTERN,K_AUTOBEZ2
11927,3515,Utrecht,1,3,1,2,4,3,1,1,4,3,2,1,8,NA,3,5,3,2,3,3,4,3,2,1,2,1,3,3,3,4,1
25421,3521,Utrecht,1,3,1,1,1,5,1,5,1,1,1,1,10,5,4,1,1,1,1,1,1,1,1,1,1,1,3,1,6,6,1
12172,3521,Utrecht,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20459,3521,Utrecht,1,1,5,1,1,1,1,5,1,1,3,1,10,11,1,5,3,3,4,3,1,3,2,2,2,2,3,3,6,6,1
11014,3521,Utrecht,1,1,5,2,2,1,1,5,2,1,6,4,11,7,4,3,5,3,2,2,2,4,4,2,2,2,5,4,5,6,5
14213,3522,Utrecht,1,2,4,3,1,2,1,5,2,1,3,4,10,NA,1,5,3,2,4,3,2,3,2,2,2,1,3,4,6,6,2
16036,3522,Utrecht,1,4,1,2,4,2,2,1,4,3,2,1,9,6,1,5,4,2,4,2,4,4,2,1,2,2,4,4,3,4,1
10056,3522,Utrecht,1,2,3,4,1,1,1,5,2,1,3,5,10,NA,1,5,4,2,4,2,2,4,2,1,2,1,3,4,6,6,2
12974,3522,Utrecht,1,3,1,1,2,3,4,1,5,2,1,1,2,6,2,5,3,3,3,4,2,2,3,1,3,2,2,3,4,6,1
21065,3522,Utrecht,1,5,1,2,4,2,1,1,4,3,2,1,10,9,4,4,5,3,2,1,3,4,3,1,2,2,5,2,3,2,1
11734,3522,Utrecht,1,4,1,2,4,2,2,1,4,3,2,2,7,9,1,5,3,3,4,2,3,3,2,3,2,2,3,3,4,3,1
23397,3522,Utrecht,1,4,1,2,3,3,2,1,3,4,5,1,7,7,6,4,5,1,3,2,2,4,4,1,1,1,4,2,3,6,1
12361,3522,Utrecht,1,3,1,2,5,1,1,2,4,3,3,1,8,8,6,5,4,2,3,3,3,3,3,1,2,1,4,3,4,6,2
16903,3523,Utrecht,1,1,5,1,1,1,1,5,1,1,6,4,8,NA,7,3,4,4,1,3,2,4,1,4,3,1,3,3,6,6,5
20239,3523,Utrecht,1,6,2,4,2,1,1,5,2,1,2,4,6,NA,1,5,3,3,4,3,2,2,2,2,3,1,2,1,6,6,1
14473,3523,Utrecht,1,5,4,4,1,1,1,4,4,1,5,1,12,NA,2,4,4,1,1,4,1,4,1,1,1,1,NA,4,6,6,1
21399,3523,Utrecht,1,NA,5,1,1,1,1,5,1,1,5,2,9,NA,7,3,3,5,2,2,1,3,2,4,2,3,3,3,6,6,3
14140,3523,Utrecht,1,4,1,1,2,4,3,1,2,5,2,1,6,9,1,4,4,3,3,2,3,3,3,3,2,1,4,2,3,1,1
18725,3523,Utrecht,1,4,1,1,1,1,5,1,5,1,1,1,3,11,1,5,2,1,4,1,1,2,2,1,1,1,2,1,6,3,1
25592,3523,Utrecht,1,3,1,3,4,2,1,1,5,2,2,2,6,NA,2,4,3,4,2,3,2,3,1,2,3,2,3,3,4,5,2
17140,3523,Utrecht,1,2,4,3,2,1,1,4,2,1,3,4,10,NA,1,5,3,4,4,3,2,3,2,2,2,3,3,2,6,6,4
22780,3523,Utrecht,1,2,3,3,1,1,1,2,5,1,6,5,10,NA,6,3,5,3,1,2,2,4,4,1,2,3,5,3,6,6,5
11678,3524,Utrecht,1,2,2,3,2,3,1,2,4,2,3,3,9,9,3,4,3,4,3,2,3,3,2,2,2,3,3,3,6,5,3
13177,3524,Utrecht,1,6,3,3,2,2,1,3,4,1,4,4,9,NA,4,4,4,3,3,2,3,4,3,1,1,3,3,1,6,5,4
10812,3524,Utrecht,1,1,2,4,2,2,1,5,1,1,3,3,3,11,1,5,4,2,4,3,2,3,2,2,1,1,2,2,6,6,2
25301,3524,Utrecht,1,2,3,3,2,2,1,4,3,1,3,4,10,8,9,4,4,4,3,1,3,2,3,1,2,4,5,3,5,4,3
22717,3524,Utrecht,1,3,1,3,2,3,2,2,3,3,3,3,10,9,3,4,4,4,1,2,4,2,3,1,2,3,4,3,3,4,5
16485,3524,Utrecht,1,2,2,2,1,4,1,2,5,2,2,2,4,NA,1,5,3,2,4,2,3,2,2,1,1,2,2,5,5,6,2
17491,3524,Utrecht,1,2,4,2,2,1,1,5,2,1,3,4,6,NA,2,5,3,4,3,4,2,3,1,2,2,3,2,2,6,6,3
10951,3524,Utrecht,1,1,5,2,2,1,1,5,2,1,4,4,6,NA,2,5,3,4,1,4,3,2,2,3,2,2,2,2,5,6,3
21408,3524,Utrecht,1,3,1,1,2,3,3,2,5,2,2,2,2,4,1,5,3,3,4,3,2,2,2,2,2,1,2,4,6,5,1
16895,3524,Utrecht,1,2,4,3,1,1,1,4,3,1,6,4,9,NA,6,3,4,4,1,3,2,3,4,1,4,2,5,3,6,6,4
21046,3524,Utrecht,1,2,3,3,2,1,1,3,3,1,5,4,10,10,6,4,5,3,3,3,2,4,4,2,1,3,5,4,6,6,3
21463,3524,Utrecht,1,3,1,1,3,4,1,1,5,1,2,1,3,4,1,5,2,2,4,4,1,2,1,1,2,1,2,4,6,6,1
19628,3524,Utrecht,1,2,2,4,2,1,1,5,2,1,3,3,5,11,1,5,4,3,4,1,2,3,2,3,1,2,3,3,6,6,1
10458,3524,Utrecht,1,2,3,3,3,1,1,3,3,2,5,3,9,NA,9,2,5,4,2,1,1,4,4,2,1,4,5,4,6,6,4
25353,3524,Utrecht,1,2,2,2,3,3,1,2,5,1,3,2,4,9,1,5,3,3,4,4,1,3,3,3,1,1,3,4,6,6,2
14630,3524,Utrecht,1,2,2,2,4,2,1,2,4,2,2,2,4,6,1,5,3,3,4,3,2,2,3,2,2,2,3,4,5,6,2
11368,3525,Utrecht,1,5,1,1,3,3,3,1,2,5,1,2,8,9,4,2,5,3,1,1,2,4,3,2,1,3,6,2,3,4,2
20369,3525,Utrecht,1,4,1,1,1,2,5,1,2,5,2,2,6,9,1,5,3,3,3,3,3,2,3,3,2,2,3,5,3,2,2
23898,3525,Utrecht,1,2,3,4,2,1,1,2,4,2,5,5,10,NA,6,3,4,4,1,3,2,3,4,1,3,4,4,4,6,6,5
19942,3525,Utrecht,1,4,1,2,4,1,1,2,3,4,4,1,9,9,9,4,4,4,2,3,2,3,3,1,1,4,5,4,3,2,3
20710,3526,Utrecht,1,3,3,3,3,1,1,4,3,1,3,5,5,NA,1,5,3,3,4,2,2,3,2,1,1,3,2,4,6,6,3
14141,3526,Utrecht,1,4,1,2,3,3,2,1,2,5,3,2,4,10,4,4,5,2,3,2,2,4,3,1,1,2,5,4,3,3,2
21857,3526,Utrecht,1,3,2,3,3,2,1,2,4,2,5,4,6,NA,4,4,5,3,1,3,2,4,3,1,1,3,4,5,5,5,4
17927,3526,Utrecht,1,3,1,1,3,4,2,1,2,5,1,1,4,5,4,4,5,2,3,3,3,4,2,2,1,1,4,5,3,2,1
22216,3526,Utrecht,1,4,1,1,3,3,3,1,2,5,1,1,4,NA,6,4,4,2,3,3,2,3,4,2,1,1,5,3,2,1,1
22094,3526,Utrecht,1,4,1,1,3,3,2,2,2,5,3,1,4,6,4,4,5,2,3,2,3,4,3,1,1,2,5,4,3,2,2
10390,3526,Utrecht,1,4,1,2,3,3,2,1,2,5,2,2,4,4,4,3,5,3,3,2,3,4,3,1,2,2,6,5,3,2,1
11824,3526,Utrecht,1,4,1,2,3,2,3,1,3,3,2,2,4,7,1,5,4,2,4,2,3,3,3,2,1,1,4,4,3,2,1
20491,3526,Utrecht,1,4,1,1,3,3,3,1,1,5,1,1,4,NA,4,4,5,2,2,3,3,4,2,2,1,1,5,4,3,1,1
25139,3526,Utrecht,1,4,1,1,3,3,3,1,1,5,1,1,4,9,4,4,5,2,3,3,1,4,3,1,2,1,5,3,3,1,1
21260,3526,Utrecht,1,2,2,3,2,2,1,3,4,1,3,4,5,10,2,4,3,4,3,3,2,3,2,3,2,3,3,5,6,6,3
16928,3526,Utrecht,1,3,2,3,3,3,1,3,4,1,2,4,6,NA,1,5,2,3,4,3,3,2,1,2,2,2,2,4,6,6,3
23594,3526,Utrecht,1,2,2,3,3,2,1,4,4,1,3,4,5,NA,2,5,2,3,2,4,3,2,1,2,2,3,2,4,6,6,4
20830,3526,Utrecht,1,3,1,1,3,3,3,1,3,4,2,1,4,NA,4,5,4,1,3,3,3,4,2,1,1,1,4,5,3,2,3
11770,3526,Utrecht,1,3,1,2,3,3,2,1,3,4,4,2,4,NA,4,4,5,2,3,2,2,4,3,1,1,2,5,5,4,5,2
20739,3526,Utrecht,1,3,2,3,3,3,1,2,5,2,3,3,5,8,1,5,3,3,4,3,2,3,2,1,3,2,3,4,3,5,4
11287,3526,Utrecht,1,3,1,2,4,2,1,1,4,3,2,2,4,NA,4,4,4,3,4,2,1,4,3,1,2,3,4,5,3,4,3
18211,3526,Utrecht,1,3,1,2,4,3,1,2,3,4,2,1,4,7,1,4,5,2,4,1,1,4,3,1,2,1,5,5,3,3,1
21850,3526,Utrecht,1,4,1,1,3,4,2,1,1,5,2,1,4,8,4,2,5,4,1,2,1,4,3,4,2,1,5,5,3,2,1
14682,3526,Utrecht,1,4,1,1,2,3,4,1,2,5,1,1,4,5,4,3,5,2,3,1,2,4,4,2,2,1,5,4,2,1,1
11420,3526,Utrecht,1,3,1,1,3,3,3,1,1,5,2,1,4,7,4,4,4,2,3,2,3,4,3,1,2,2,4,5,3,3,1
22568,3526,Utrecht,1,NA,5,1,1,1,1,5,1,1,6,3,9,NA,4,4,4,3,4,2,1,4,2,3,2,2,5,6,6,6,4
11663,3526,Utrecht,1,2,3,4,2,1,1,3,4,1,4,4,9,11,6,4,4,3,3,3,3,3,3,1,2,3,4,2,5,6,5
11262,3527,Utrecht,1,3,2,5,1,1,1,1,5,1,6,4,9,NA,4,2,5,3,1,2,1,4,4,1,3,2,6,5,6,6,5
12508,3527,Utrecht,1,4,1,1,1,3,4,1,1,5,1,1,4,9,4,4,5,1,3,2,2,4,3,1,1,1,5,5,3,1,1
13319,3527,Utrecht,1,4,1,1,3,3,3,1,4,3,2,1,4,10,1,4,4,3,4,2,1,4,2,2,2,1,4,6,4,4,1
11274,3527,Utrecht,1,3,1,2,4,2,2,2,3,4,5,2,6,8,4,4,5,1,1,1,4,4,4,1,1,1,6,5,3,5,5
14063,3527,Utrecht,1,4,1,1,1,4,3,1,1,5,1,1,4,4,1,4,4,3,4,1,1,4,2,1,2,2,4,2,3,1,1
13740,3527,Utrecht,1,4,1,2,4,3,2,2,5,1,4,4,6,NA,1,4,3,4,4,3,3,1,3,3,3,2,3,4,5,6,3
21552,3527,Utrecht,1,2,3,3,3,2,1,3,3,1,4,4,5,NA,1,5,4,3,4,3,2,3,3,2,2,2,3,4,6,6,3
25236,3527,Utrecht,1,4,1,3,1,3,4,2,2,5,3,2,4,9,4,4,5,2,3,1,3,4,3,1,1,2,6,4,2,4,2
11433,3527,Utrecht,1,5,1,1,3,3,3,1,1,5,1,1,4,7,4,4,4,2,3,3,2,4,2,2,1,2,5,4,2,1,1
11571,3527,Utrecht,1,3,1,2,4,2,1,2,5,2,4,4,5,NA,7,4,4,4,3,3,2,3,2,4,2,2,4,4,4,4,3
22019,3527,Utrecht,1,5,1,1,1,2,5,1,1,5,1,1,4,9,4,3,5,2,2,2,2,4,3,1,1,2,6,2,2,1,1
13624,3527,Utrecht,1,6,3,3,2,1,1,3,4,2,4,5,8,NA,4,4,3,4,2,3,3,3,1,1,3,3,3,3,5,6,5
25021,3527,Utrecht,1,2,2,3,3,1,1,5,2,1,3,4,4,7,1,5,2,3,4,3,2,2,1,3,1,1,2,4,6,6,2
19779,3531,Utrecht,1,4,1,2,2,4,2,2,4,3,3,2,6,NA,1,5,3,2,4,2,3,3,2,1,1,2,3,3,4,4,1
10739,3531,Utrecht,1,4,2,2,3,3,2,2,4,2,3,2,5,5,2,5,4,2,3,4,3,3,3,1,1,2,3,3,5,4,2
10471,3531,Utrecht,1,3,3,4,2,1,1,3,4,1,5,4,8,NA,3,4,4,4,3,2,4,3,2,3,2,3,3,4,5,6,4
22995,3531,Utrecht,1,3,1,2,3,3,1,1,4,3,3,2,6,NA,1,5,4,2,4,2,3,3,3,1,2,1,3,4,3,5,1
21828,3531,Utrecht,1,5,1,2,4,2,2,1,4,3,2,2,7,8,1,5,3,3,4,2,3,3,1,2,2,2,3,3,3,2,2
11245,3531,Utrecht,1,4,1,1,2,3,3,1,4,3,1,1,5,3,1,5,3,2,4,4,2,3,2,2,1,1,3,3,5,3,1
13144,3531,Utrecht,1,3,3,3,2,2,1,4,3,1,2,4,9,6,1,5,3,3,4,3,3,2,2,1,1,3,2,3,5,6,2
19711,3531,Utrecht,1,2,5,2,2,1,2,5,2,1,6,4,11,NA,4,4,4,3,3,3,2,4,3,1,3,1,4,4,4,6,4
11510,3532,Utrecht,1,2,5,2,1,1,1,5,1,1,5,4,9,5,7,4,3,5,2,3,2,3,1,4,3,3,3,2,4,6,4
22629,3532,Utrecht,1,2,4,2,2,2,1,5,2,2,5,4,9,NA,2,4,4,4,3,4,1,3,2,3,2,2,3,2,6,6,4
14174,3532,Utrecht,1,5,1,1,4,2,3,2,2,5,2,2,6,10,3,5,4,3,4,1,4,3,3,2,1,2,4,1,3,2,1
25497,3532,Utrecht,1,5,1,1,2,3,4,2,1,5,1,1,4,2,1,4,4,1,4,2,3,4,3,1,1,1,4,4,3,1,1
18563,3532,Utrecht,1,1,5,2,1,1,1,5,1,1,3,4,10,NA,1,5,3,2,4,3,3,3,2,1,2,1,3,3,6,6,3
10469,3532,Utrecht,1,2,3,4,1,1,1,3,4,1,5,4,9,NA,4,4,4,4,1,4,3,4,1,3,2,2,4,5,6,6,5
13335,3533,Utrecht,1,1,5,2,1,1,1,5,1,1,5,5,11,NA,6,3,5,4,1,1,3,3,4,1,1,4,5,3,5,6,5
12958,3533,Utrecht,1,3,1,1,2,4,2,1,4,4,2,1,4,6,2,5,4,2,3,4,2,3,3,2,1,1,3,5,4,3,1
22085,3533,Utrecht,1,4,1,1,3,3,2,1,4,3,2,1,4,6,1,5,4,2,4,3,3,3,3,1,2,1,3,4,3,4,1
19111,3533,Utrecht,1,1,5,2,1,1,1,5,1,1,6,5,12,NA,4,2,5,2,1,1,2,4,3,1,1,2,6,3,5,6,5
19985,3533,Utrecht,1,1,5,2,1,1,1,5,1,1,5,5,11,NA,9,2,5,4,2,1,1,4,3,1,1,4,5,2,6,6,4
23033,3533,Utrecht,1,1,5,1,1,1,1,5,1,1,5,4,12,NA,6,4,5,3,2,2,3,3,4,1,1,3,5,4,6,6,4
23063,3533,Utrecht,1,1,5,2,1,1,1,5,1,1,6,4,11,NA,4,2,5,3,1,1,2,4,4,1,1,3,6,3,5,6,5
22769,3533,Utrecht,1,1,5,1,1,1,1,5,1,1,5,5,14,NA,6,3,4,4,1,1,3,1,4,1,1,4,4,3,6,6,5
17056,3533,Utrecht,1,3,1,2,4,3,2,1,3,4,1,4,4,NA,3,5,2,3,1,2,4,2,2,1,2,3,2,1,3,2,3
23422,3533,Utrecht,1,3,2,3,3,2,1,2,4,3,2,4,6,NA,3,5,2,4,3,3,4,2,1,3,2,3,2,1,4,4,2
17971,3533,Utrecht,1,3,1,2,3,2,3,2,4,3,1,2,5,NA,1,5,4,2,4,3,3,3,3,1,1,2,3,3,3,4,1
12954,3533,Utrecht,1,1,5,2,1,1,1,5,1,1,6,5,11,NA,4,3,5,3,3,1,3,4,2,1,3,1,5,4,6,6,4
22243,3541,Utrecht,1,NA,4,2,1,1,1,5,2,1,5,2,10,NA,4,3,5,4,3,2,1,4,2,4,2,1,5,5,6,6,3
13133,3541,Utrecht,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13135,3541,Utrecht,1,NA,5,1,1,1,1,5,1,1,6,5,NA,NA,7,1,4,5,1,1,1,4,1,4,1,1,4,6,6,6,5
25207,3541,Utrecht,1,NA,2,5,1,1,1,5,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,5,2,6,6,1
11557,3541,Utrecht,1,NA,5,1,1,1,1,5,1,1,6,5,12,NA,4,2,5,4,1,1,2,4,2,3,1,2,6,4,6,6,5
10350,3541,Utrecht,1,NA,5,1,1,1,1,5,1,1,6,5,10,NA,4,1,5,4,1,1,1,4,2,3,3,1,5,6,6,6,5
21958,3541,Utrecht,1,NA,5,2,1,1,1,5,2,1,6,4,10,NA,4,1,5,4,1,1,1,4,2,4,1,2,6,5,6,6,5
21336,3541,Utrecht,1,NA,5,2,1,1,1,5,1,1,6,4,10,NA,4,3,4,4,2,3,1,4,2,4,2,1,4,5,6,6,5
20022,3541,Utrecht,1,NA,4,3,1,1,1,4,3,1,4,2,NA,NA,7,2,4,5,1,2,1,4,2,4,2,2,4,6,6,6,5
24412,3541,Utrecht,1,NA,5,1,1,1,1,5,1,1,6,5,9,NA,7,2,4,5,1,2,1,4,2,4,2,1,4,5,6,6,5
16961,3541,Utrecht,1,NA,5,1,1,1,1,5,1,1,6,5,9,NA,4,2,5,4,1,2,1,4,2,3,2,2,5,6,6,6,5
10894,3541,Utrecht,1,NA,5,2,1,1,1,5,2,1,6,4,8,NA,7,3,4,4,3,2,1,4,1,4,2,2,4,5,6,6,5
12643,3541,Utrecht,1,NA,5,1,1,1,1,5,1,1,5,3,NA,NA,4,4,4,3,4,1,1,4,2,3,1,1,5,6,6,6,3
17522,3543,Utrecht,1,3,3,2,2,2,1,4,3,1,4,3,5,NA,1,5,3,4,4,3,2,2,2,4,1,2,2,4,6,6,2
20282,3543,Utrecht,1,1,5,2,1,1,1,5,2,1,6,4,10,NA,4,2,5,2,2,1,1,4,4,1,2,2,6,3,6,6,5
23990,3543,Utrecht,1,1,5,1,1,1,1,5,1,1,6,5,11,NA,6,1,5,4,1,1,1,4,4,1,1,4,5,3,6,6,5
22215,3543,Utrecht,1,1,5,1,1,1,1,5,1,1,6,5,10,NA,4,3,5,3,1,3,1,4,3,2,2,3,6,3,6,6,5
24930,3543,Utrecht,1,NA,4,3,2,1,1,5,2,1,4,2,7,NA,1,4,3,4,4,2,2,3,2,4,2,3,3,4,6,6,3
11587,3543,Utrecht,1,NA,3,4,2,1,1,5,2,1,4,2,7,NA,1,4,4,3,4,2,1,4,2,3,2,2,4,6,6,6,2
14353,3543,Utrecht,1,NA,2,4,2,1,1,4,3,1,3,1,7,NA,4,4,4,2,4,2,2,4,2,2,2,2,4,4,6,6,2
15438,3543,Utrecht,1,NA,4,2,2,1,2,4,2,2,5,2,9,NA,4,4,4,3,3,2,3,4,2,2,3,1,4,5,6,6,2
10725,3543,Utrecht,1,NA,3,3,2,1,1,4,3,1,3,2,6,NA,1,5,4,2,4,2,1,4,2,2,2,2,4,5,6,6,1
10593,3543,Utrecht,1,NA,5,2,1,1,1,5,2,1,3,2,8,NA,7,4,3,4,4,2,2,3,2,4,2,2,3,5,6,6,1
16746,3543,Utrecht,1,1,5,1,1,1,1,5,1,1,6,5,10,NA,4,1,5,4,1,1,1,4,4,1,3,3,6,3,6,6,5
23086,3543,Utrecht,1,6,3,3,2,2,1,3,4,1,6,2,8,8,6,2,5,2,1,1,2,4,4,1,1,2,6,4,4,6,4
10717,3543,Utrecht,1,2,3,3,2,2,1,3,4,1,5,4,9,NA,4,3,4,4,2,3,1,4,2,3,3,1,4,4,4,6,4
11740,3544,Utrecht,1,2,5,2,1,1,1,5,2,1,5,5,9,NA,4,3,4,4,1,3,1,4,3,1,3,3,5,5,6,6,5
21551,3544,Utrecht,1,4,1,3,3,3,1,2,3,4,3,2,8,9,6,4,5,2,1,2,4,4,4,1,1,2,6,2,3,4,2
14669,3544,Utrecht,1,6,5,2,1,1,1,5,1,1,5,4,9,NA,4,3,5,3,3,1,3,4,3,1,3,3,4,4,5,6,4
11120,3544,Utrecht,1,3,3,2,2,2,2,3,3,3,4,3,8,9,3,4,4,3,2,2,4,4,3,1,2,2,5,4,4,5,3
21068,3544,Utrecht,1,2,5,2,2,1,1,5,2,1,6,4,7,11,4,3,4,4,1,3,1,4,3,3,3,2,4,5,6,6,5
18949,3544,Utrecht,1,1,5,1,1,1,1,5,1,1,5,1,9,11,4,3,5,3,3,2,2,4,4,2,2,2,5,4,6,6,3
11614,3544,Utrecht,1,1,5,1,1,1,1,5,1,1,6,5,10,NA,6,2,5,3,1,2,1,4,4,2,2,3,6,3,6,6,5
22567,3544,Utrecht,1,4,2,3,4,2,2,2,4,3,2,1,9,9,4,4,5,3,2,3,2,4,3,1,3,1,5,3,4,4,2
24375,3544,Utrecht,1,NA,5,2,1,1,1,5,2,1,6,4,10,NA,4,2,5,4,1,2,1,4,3,4,2,1,6,5,6,6,4
25150,3544,Utrecht,1,NA,2,4,2,1,1,2,5,1,4,1,9,NA,4,1,5,2,1,1,1,4,3,1,1,2,6,4,6,6,1
21057,3544,Utrecht,1,NA,5,1,1,1,1,5,1,1,4,1,9,NA,4,3,4,4,1,3,1,4,2,4,2,2,4,5,6,6,3
13073,3544,Utrecht,1,NA,4,3,2,1,1,4,3,1,5,2,8,NA,4,2,5,4,2,1,1,4,2,4,1,1,5,5,6,6,3
17831,3544,Utrecht,1,NA,1,5,1,1,1,1,5,1,6,1,9,NA,4,1,5,1,1,1,1,4,1,1,1,1,6,3,6,6,1
17032,3544,Utrecht,1,NA,3,1,4,1,1,3,4,1,4,2,6,NA,4,3,5,3,3,1,1,4,2,3,1,1,4,4,6,6,2
14967,3544,Utrecht,1,2,4,2,2,1,1,4,3,1,6,4,9,NA,4,3,4,4,2,3,1,4,3,3,2,2,5,5,6,6,4
10452,3544,Utrecht,1,1,5,2,1,1,1,5,2,1,6,4,11,NA,4,3,5,3,3,2,2,4,3,2,2,2,5,4,6,6,3
15883,3544,Utrecht,1,2,5,2,1,1,1,5,2,1,6,5,9,NA,4,4,5,2,2,3,1,4,3,2,2,1,5,4,6,6,5
19467,3544,Utrecht,1,2,5,2,1,1,1,5,2,1,6,5,9,NA,4,2,5,4,1,2,1,4,3,2,3,2,5,4,5,6,5
16555,3544,Utrecht,1,2,4,3,1,1,1,4,3,1,4,4,8,NA,1,4,3,4,4,3,2,2,2,3,2,3,3,1,6,6,5
10418,3544,Utrecht,1,4,1,3,4,1,1,1,3,4,3,2,9,NA,4,3,5,4,3,1,1,4,3,4,1,2,5,3,6,5,1
18961,3544,Utrecht,1,2,5,2,1,1,1,5,2,1,5,4,9,NA,4,4,4,4,3,3,2,4,3,2,3,3,4,4,5,6,4
23021,3544,Utrecht,1,1,4,2,2,2,1,5,2,1,6,5,9,NA,6,3,5,3,1,3,1,3,4,1,3,2,6,3,4,6,5
22607,3544,Utrecht,1,3,1,3,3,2,2,1,4,3,3,2,8,11,3,4,4,3,2,2,4,3,3,3,1,2,4,4,4,5,3
11993,3544,Utrecht,1,2,5,2,2,1,1,5,1,2,6,5,9,NA,6,3,5,2,2,2,1,4,4,1,2,1,6,4,6,6,5
16228,3544,Utrecht,1,2,5,2,1,1,1,5,1,1,6,5,9,NA,6,3,5,4,1,1,3,3,4,1,3,2,5,4,6,6,5
17865,3544,Utrecht,1,3,2,2,3,3,1,2,3,3,2,2,7,NA,3,5,3,3,3,1,4,3,2,1,2,3,3,2,3,3,3
21910,3544,Utrecht,1,3,2,4,3,1,1,2,5,1,4,2,9,9,4,3,5,3,2,2,1,4,3,3,2,2,6,4,6,6,1
15685,3544,Utrecht,1,NA,4,3,1,1,1,4,3,1,6,3,9,NA,4,3,5,3,2,2,2,4,4,3,2,2,6,5,6,6,4
10880,3544,Utrecht,1,1,5,1,1,1,1,5,1,1,6,5,11,NA,4,2,5,2,2,2,1,4,4,1,2,2,6,4,6,6,5
10588,3545,Utrecht,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22116,3545,Utrecht,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13472,3551,Utrecht,1,3,2,3,3,2,1,3,4,2,3,4,7,6,2,5,3,2,4,4,2,2,3,1,2,1,3,4,4,6,2
20700,3551,Utrecht,1,2,4,2,1,2,1,5,2,1,3,4,8,NA,2,5,2,4,3,4,3,2,1,3,2,1,2,3,5,6,2
20758,3551,Utrecht,1,2,5,2,2,2,1,5,2,1,6,4,9,NA,7,3,4,4,3,1,1,4,3,4,1,1,4,4,6,6,4
14122,3551,Utrecht,1,6,4,3,2,2,1,5,1,1,4,4,9,11,1,5,2,4,4,3,2,2,2,3,2,2,2,3,6,6,2
21205,3552,Utrecht,1,3,1,2,3,3,2,2,5,2,2,2,5,3,2,5,3,3,3,3,3,3,2,2,2,1,3,4,3,4,2
10931,3552,Utrecht,1,3,3,3,2,1,1,3,4,1,4,4,7,10,7,4,3,4,3,3,2,3,2,3,2,3,3,4,6,6,3
24353,3552,Utrecht,1,5,1,1,4,2,2,2,2,5,2,2,8,NA,4,4,4,3,2,3,3,4,2,3,2,2,4,3,3,3,1
16571,3552,Utrecht,1,3,4,2,2,2,1,5,2,1,5,4,11,4,4,4,5,3,3,3,1,4,3,2,1,3,5,5,6,6,4
21879,3552,Utrecht,1,4,1,2,2,3,4,1,3,4,2,2,9,7,3,5,3,3,1,2,4,3,2,2,2,3,3,3,2,3,4
21668,3552,Utrecht,1,2,2,3,3,3,1,4,3,1,5,4,6,NA,7,4,3,5,3,2,2,3,1,4,3,1,3,3,6,6,2
19847,3552,Utrecht,1,2,2,5,2,2,2,5,2,2,2,4,5,7,1,5,2,3,4,3,3,2,1,2,2,1,2,3,5,6,2
11511,3552,Utrecht,1,4,1,2,3,3,2,2,5,2,3,3,7,5,1,5,3,3,3,3,3,3,1,2,2,2,3,3,4,6,2
14065,3552,Utrecht,1,4,3,3,2,1,1,3,4,1,6,4,10,8,4,3,5,2,3,2,2,4,3,1,1,2,5,5,6,6,4
14815,3552,Utrecht,1,5,1,3,3,1,1,1,5,3,4,2,10,7,4,3,5,3,2,2,3,4,2,3,1,2,5,5,6,6,3
10405,3552,Utrecht,1,3,1,3,4,1,1,2,4,2,3,4,9,3,2,5,3,3,3,4,3,3,1,2,1,2,3,4,4,6,3
16456,3552,Utrecht,1,3,2,2,3,3,1,3,4,1,4,3,3,NA,1,4,3,4,4,2,2,2,2,4,3,2,3,4,6,6,2
12174,3552,Utrecht,1,4,1,3,3,2,2,2,5,2,4,2,9,NA,4,4,4,3,3,3,2,4,3,2,2,2,5,4,4,5,2
20128,3553,Utrecht,1,3,1,1,2,4,2,2,4,2,2,2,4,4,1,5,3,2,4,2,3,3,2,1,2,1,2,3,3,6,1
23935,3553,Utrecht,1,2,3,3,2,1,1,4,3,2,6,4,10,NA,4,3,5,4,2,1,2,4,3,1,3,3,4,4,4,6,4
11883,3553,Utrecht,1,2,4,2,2,2,1,4,2,2,5,4,10,NA,1,4,4,4,3,3,1,3,3,2,3,2,4,4,6,6,3
